ids,users,label_count,labels,claim_id,claim,deleted,created
"644,707","37,14",2,"SUPPORTS,SUPPORTS",1037,"Návrh prezidenta Nicolase Sarkozy omezit počet cizinců, které je Francie ochotna přijmout, nemá jednoznačnou podporu.","0","1607169325,1607202103"
6528,110,1,REFUTES,1038,"Návrh prezidenta Nicolase Sarkozyho omezit počet cizinců, které je Francie ochotna přijmout, se setkal s jednoznačným souhlasem.","0",1617905814
"836,1028,1375","62,54,33",3,"SUPPORTS,SUPPORTS,SUPPORTS",1041,Malé a střední firmy loni dostaly od státu největší podporu od roku 1992.,"0","1607346513,1607374000,1607423945"
6297,110,1,SUPPORTS,1042,Stát loni podpořil velké firmy největší částkou od roku 1992.,"0",1617807657
"645,1132","37,40",2,"NOT ENOUGH INFO,REFUTES",1043,Stát loni vybral na daních od velkých firem největší částku od roku 1992.,"0","1607169348,1607383877"
1081,30,1,SUPPORTS,1044,"Stát loni podpořil malé a střední firmy částkou 3,7 miliardy korun, což bylo nejvíce od roku 1992.","0",1607376262
641,37,1,SUPPORTS,1045,Stát v loňském roce významně podpořil malé a střední firmy.,"0",1607168309
900,72,1,NOT ENOUGH INFO,1046,"Stát se loni rozhodl, že přestane podporovat malé a střední firmy.","0",1607356913
5655,165,1,NOT ENOUGH INFO,1047,Stát začal ze svého rozpočtu podporovat malé a střední firmy v roce 1992.,"0",1616962827
6376,110,1,REFUTES,1048,Podpora malých a středních firem ze státního rozpočtu byla zahájena v roce 1995.,"0",1617828288
873,27,1,,1049,"Podpora malých a středních firem ze státního rozpočtu byla zahájena v roce 1992, v loňském roce na ni vynaložil 3,7 miliardy korun.","0",1607353060
"643,922","37,60",2,"REFUTES,REFUTES",1050,Malé a střední firmy nedostávají podporu ze státního rozpočtu.,"0","1607169225,1607358757"
"774,1356,1388","13,33,66",3,"REFUTES,SUPPORTS,SUPPORTS",1052,7. července došlo v britském hlavním městě k teroristickým útokům.,"0","1607265525,1607422909,1607425427"
4628,116,1,NOT ENOUGH INFO,1053,7. července se v Paříži odehrála série teroristických útoků.,"0",1616774431
647,19,1,NOT ENOUGH INFO,1054,7. července proběhla výstava znamého britského malíře.,"0",1607172856
648,19,1,,1055,V centru Londýna došlo k nekolika výbuchům.,"0",1607173631
"670,1262","14,52",2,"SUPPORTS,SUPPORTS",1070,"Od příznivců umění obdrželo Národní divadlo v roce 2016 finanční dary, které přesahovaly dva miliony korun.","0","1607199377,1607417283"
659,14,1,REFUTES,1071,Sponzoři darovali Divadlu Petra Bezruče v roce 2008 přes sto tisíc korun.,"0",1607199175
"654,1078","14,30",2,"REFUTES,NOT ENOUGH INFO",1072,Diváci darovali Národnímu muzeu v roce 2008 přes dva miliony artefaktů.,"0","1607198732,1607376200"
673,14,1,SUPPORTS,1073,Mecenášové darovali do rozpočtu Národního divadla v roce 2016 více než dva miliony korun.,"0",1607199444
652,14,1,SUPPORTS,1074,Mecenášové darovali Národnímu divadlu přes dva miliony korun.,"0",1607198546
"658,851","14,62",2,"REFUTES,REFUTES",1075,Mecenášové nevěnovali Národnímu divadlu v roce 2016 ani korunu.,"0","1607198899,1607347517"
656,14,1,,1079,"Na tržišti v Železné rudě zadrželi inspektoři ČOI padělané značkové zboží, jehož hodnota dosahovala 15 milionů korun.","0",1607198791
"669,1031,1442","14,52,73",3,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",1080,Inspektoři zkonfiskovali v bazaru v Hradci Králové imitace slavných uměleckých děl v hodnotě 50 milionů eur.,"0","1607199347,1607374259,1607439151"
666,14,1,REFUTES,1081,Státní zemědělská a potravinářská inspekce zabavila v restauraci v Železné Rudě nebezpečné potraviny v hodnotě 15 milionů korun.,"0",1607199316
"657,4674","14,116",2,"SUPPORTS,SUPPORTS",1082,Během kontroly na tržnici v Železné Rudě na Klatovsku zabavila Česká obchodní inspekce padělky značkového zboží v hodnotě 15 milionů korun.,"0","1607198834,1616776977"
"667,1205,1434","14,33,73",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",1083,ČOI zabavila na tržnici v Železné Rudě padělky v hodnotě 15 milionů korun.,"0","1607199330,1607395891,1607438567"
671,14,1,REFUTES,1084,Česká obchodní inspekce povolila na tržnici v Železné Rudě prodej padělaného značkového zboží.,"0",1607199409
668,14,1,SUPPORTS,1085,"O zabavení padělaného zboží informoval Českou tiskovou kancelář Václav Havlík, ředitel plzeňské pobočky České obchodní inspekce.","0",1607199338
660,14,1,REFUTES,1087,Informaci o prodeji padělaného zboží sdělil rádiu Impuls generální ředitel Generálního ředitelství cel Milan Poulíček.,"0",1607199187
672,14,1,SUPPORTS,1088,"Informaci o tom, že Česká obchodní inspekce zabavila na tržnici v Železné Rudě padělané zboží za desítky milionů, sdělil České tiskové kanceláři ředitel plzeňské ČOI Václav Havlík.","0",1607199438
"663,937","14,37",2,"SUPPORTS,SUPPORTS",1089,Informaci sdělil ČTK ředitel plzeňské ČOI Václav Havlík.,"0","1607199233,1607367334"
653,14,1,REFUTES,1090,Ředitel plzeňské ČOI Václav Havlík informaci o zabavení padělaného zboží před ČTK zamlčel.,"0",1607198592
665,14,1,SUPPORTS,1095,Americký vědec Noam Chomsky vyučuje jazykovědu na Technologickém institutu v Massachusetts.,"0",1607199301
"664,5499","14,160",2,"REFUTES,REFUTES",1096,Noam Chomsky je profesorem lingvistiky ve výzkumném centru Univerzity Karlovy v Hradci Králové.,"0","1607199248,1616960325"
"655,959","14,18",2,"REFUTES,NOT ENOUGH INFO",1097,Noam Chomsky je majitelem budovy Massachusettského technologického institutu.,"0","1607198767,1607368854"
"651,5658","14,160",2,"SUPPORTS,NOT ENOUGH INFO",1098,Noam Chomsky je emeritním profesorem lingvistiky na Massachusettském technologickém institutu ve Spojených státech.,"0","1607198430,1616962845"
662,14,1,SUPPORTS,1099,Chomsky je profesorem lingvistiky na univerzitě v Massachusetts.,"0",1607199225
1301,32,1,SUPPORTS,1104,Česká republika byla součástí protiteroristického cvičení NATO.,"0",1607419268
"732,5128","9,126",2,"REFUTES,NOT ENOUGH INFO",1105,Česko se zúčastnilo protiteroristického cvičení Evropské unie.,"0","1607208285,1616874936"
6252,110,1,NOT ENOUGH INFO,1106,Česko se zúčastnilo mírového summitu NATO.,"0",1617800214
6444,110,1,SUPPORTS,1107,Česko se zúčastnilo bezpečnostního cvičení.,"0",1617886688
1650,1,1,,1108,Protiteroristické cvičení NATO proběhlo bez účasti Česka.,"0",1614853862
1134,40,1,SUPPORTS,1115,V Pardubickém kraji zemřel na otravu metanolem první člověk.,"0",1607383914
"701,855","9,68",2,"REFUTES,REFUTES",1116,V Moravskoslezském kraji se otrávil metanolem první člověk.,"0","1607201849,1607349609"
925,60,1,REFUTES,1117,V Pardubickém kraji se otrávil jedovatými houbami první člověk.,"0",1607358980
699,9,1,SUPPORTS,1118,V Třemošnici na Chrudimsku se otrávil metanolem první člověk.,"0",1607201714
"731,895","9,72",2,"SUPPORTS,SUPPORTS",1119,V Pardubickém kraji se otrávil člověk.,"0","1607208186,1607356642"
5861,167,1,REFUTES,1120,V Pardubickém kraji nemá metanol žádné oběti.,"0",1617050209
682,14,1,SUPPORTS,1121,Autorem sochy Sigmunda Freuda bude Michal Gabriel.,"0",1607200867
"681,4702","14,129",2,"REFUTES,SUPPORTS",1122,Sochař Michal Gabriel se chystá namalovat obraz Sigmunda Freuda.,"0","1607200856,1616790900"
"677,1387","14,66",2,"REFUTES,NOT ENOUGH INFO",1123,Umělec Michal Gabriel se chystá odstranit sochu Svatého Václava.,"0","1607200752,1607425298"
"679,1317","14,29",2,"REFUTES,REFUTES",1124,Michal Gabriel odmítl možnost vyrobit sochu Sigmunda Freuda.,"0","1607200803,1607420920"
838,62,1,SUPPORTS,1125,V Moravskoslezském kraji se intoxikovalo metanolem nejvíce lidí.,"0",1607346633
730,9,1,REFUTES,1126,Nejvíce otrav metanolem bylo v Pardubickém kraji.,"0",1607208124
4604,123,1,REFUTES,1127,Nejméně otrav metanolem bylo v Moravskoslezském kraji.,"0",1616773723
689,14,1,SUPPORTS,1128,Plastika Sigmunda Freuda bude umístěna na Kozím plácku poblíž Staroměstského náměstí.,"0",1607200942
"678,5672","14,125",2,"REFUTES,REFUTES",1129,Socha slavného zakladatele psychoanalýzy bude stát na Karlově mostě.,"0","1607200780,1616963353"
685,14,1,REFUTES,1130,Socha slavného zakladatele moderní jazykovědy bude stát na Kozím plácku u Staroměstského náměstí.,"0",1607200905
688,14,1,SUPPORTS,1131,"Socha slavného zakladatele psychoanalýzy Sigmunda Freuda, jejímž autorem bude Michal Gabriel, bude stát na Kozím plácku poblíž Staroměstského náměstí.","0",1607200928
"684,5756","14,138",2,"SUPPORTS,SUPPORTS",1132,Socha Sigmunda Freuda bude stát kousek od Staroměstského náměstí.,"0","1607200892,1616978972"
"683,988","14,42",2,"REFUTES,REFUTES",1133,Sochu slavného zakladatele psychoanalýzy nelze umístit u Staroměstského náměstí.,"0","1607200881,1607372554"
"729,783","9,19",2,"SUPPORTS,SUPPORTS",1134,V Česku podlehlo otravě metanolem 23 lidí.,"0","1607208079,1607282369"
5737,138,1,REFUTES,1135,V Polsku zemřelo na otravu metanolem 23 lidí.,"0",1616978273
1435,25,1,NOT ENOUGH INFO,1136,V České republice zemřelo na otravu oxidem uhelnatým 23 lidí.,"0",1607438594
762,13,1,SUPPORTS,1137,V evropské zemi zemřelo na otravu metanolem 23 lidí.,"0",1607263305
4672,116,1,NOT ENOUGH INFO,1138,V České republice přežilo otravu metanolem 23 lidí.,"0",1616776773
687,14,1,SUPPORTS,1139,K příležitosti 151. narozenin Sigmunda Freuda je naplánováno slavnostní představení jeho sochy v Praze.,"0",1607200920
"686,4562","14,115",2,"REFUTES,REFUTES",1140,Slavnostní odhalení sochy Sigmunda Freuda v Praze se plánuje k příležitosti Freudova svátku.,"0","1607200912,1616772365"
"680,5645","14,160",2,"REFUTES,REFUTES",1141,Slavnostní odhalení sochy Karla Gotta v Praze se plánuje k příležitosti Freudových 151. narozenin.,"0","1607200827,1616962680"
"675,1563","14,43",2,"SUPPORTS,SUPPORTS",1142,"Oficiální odhalení sochy Sigmunda Freuda na Kozím plácku v Praze se plánuje na květen příštího roku, tedy k příležitosti oslav Freudových 151. narozenin.","0","1607200718,1607453736"
"676,4667","14,116",2,"SUPPORTS,SUPPORTS",1143,Odhalení sochy Sigmunda Freuda v Praze se odehraje na Freudovy 151. narozeniny.,"0","1607200726,1616776411"
674,14,1,REFUTES,1144,Slavnostní odhalení sochy Sigmunda Freuda v Praze je odloženo na neurčito.,"0",1607200708
"706,5732","9,138",2,"SUPPORTS,SUPPORTS",1148,Firma Linet provozuje továrnu u Slaného.,"0","1607202080,1616978132"
4987,119,1,REFUTES,1149,Firma Linet má závod v Loděnici u Berouna.,"0",1616861745
6386,110,1,SUPPORTS,1150,Firma Linet vyrábí nemocniční lůžka v Želevčicích u Slaného.,"0",1617829325
6350,110,1,SUPPORTS,1151,Firma Linet má závod v Česku.,"0",1617821363
1430,73,1,REFUTES,1152,Firma Linet nevyrábí svůj sortiment v Želevčicích u Slaného.,"0",1607438285
6384,110,1,SUPPORTS,1155,Na Rock for People nebudou chybět pohybové aktivity.,"0",1617829255
788,19,1,SUPPORTS,1157,Rock for People čeká velké tržby.,"0",1607283339
6364,110,1,REFUTES,1158,Rock for People vynechají pohybové aktivity.,"0",1617827363
3063,90,1,SUPPORTS,1160,Obama vyzval Kongres k přijetí zákona o lepší dostupnosti léků.,"0",1616048881
1041,52,1,REFUTES,1162,Trump vyzval k bojkotu prezidentských voleb.,"0",1607374624
6283,110,1,SUPPORTS,1163,Americký prezident se zasadil o větší dostupnost léků.,"0",1617806102
"991,1043","42,52",2,"REFUTES,NOT ENOUGH INFO",1169,Nová skulptura v Berlíně bude představena v listopadu.,"0","1607372725,1607374837"
"1131,1602","40,17",2,"SUPPORTS,SUPPORTS",1170,Sochař Gabriel vytvoří pro Prahu sochu Freuda.,"0","1607383857,1607512809"
722,14,1,SUPPORTS,1172,Podle členů odborových organizací vytváří vláda nátlak na představitele ČEZ a brání jim tak jednat v rámci zákona.,"0",1607204006
"721,5671","14,137",2,"REFUTES,NOT ENOUGH INFO",1173,"Odboráři tvrdí, že vláda vytváří tlak na zaměstnance ČEZu a znemožňuje jim jednat v mezích zákona.","0","1607203998,1616963339"
723,14,1,REFUTES,1174,"Odboráři tvrdí, že vláda určitými kroky vytváří tlak na vedení Hornbachu a znemožňuje mu jednat v mezích zákona.","0",1607204017
719,14,1,SUPPORTS,1175,"Odboráři ČEZu ve vydaných prohlášeních tvrdí, že vláda určitými kroky vytváří tlak na vedení ČEZ a znemožňuje mu jednat v mezích zákona.","0",1607203961
718,14,1,SUPPORTS,1176,Podle odborářů vláda znemožňuje vedení ČEZu jednat v mezích zákona.,"0",1607203951
720,14,1,REFUTES,1177,"Odboráři v prohlášení tvrdí, že vláda vychází vedení ČEZu vstříc a posouvá pro něj hranice zákona.","0",1607203986
1360,33,1,SUPPORTS,1178,Víno se v Česku těší oblibě.,"0",1607423297
"1021,5536","52,114",2,"SUPPORTS,SUPPORTS",1179,V Česku je oblíbeným nápojem pivo.,"0","1607373748,1616960918"
1044,52,1,SUPPORTS,1180,V Německu je oblíbené pivo.,"0",1607374865
"930,1039","37,52",2,"SUPPORTS,SUPPORTS",1181,Češi rádi víno.,"0","1607366787,1607374603"
1042,52,1,REFUTES,1182,Vínu se Češi vyhýbají.,"0",1607374656
860,68,1,SUPPORTS,1184,V Praze začal veletrh pro běžce.,"0",1607350257
"768,1149","13,57",2,"SUPPORTS,REFUTES",1185,V Brně začal veletrh určený pro běžce.,"0","1607265080,1607386192"
5854,167,1,NOT ENOUGH INFO,1186,V Brně probíhá veletrh pro cyklisty.,"0",1617049871
4916,157,1,REFUTES,1187,Veletrh pro běžce se letos v Praze konat nebude.,"0",1616850827
1379,66,1,NOT ENOUGH INFO,1189,CZMT je ve finančních problémech po uzavření kontraktu v hodnotě 700 milionů eur.,"0",1607424392
6457,110,1,SUPPORTS,1190,CZMT uzavřela kontrakt v hodnotě 700 milionů eur se zahraniční společností Middle East Development.,"0",1617888584
769,13,1,SUPPORTS,1191,"CZMT měla dodávat technologické celky pro výstavbu železárny, cementárny a elektrárny v Jemenu a Džibutsku.","0",1607265291
"739,1075","69,30",2,"SUPPORTS,SUPPORTS",1192,"CZMT uzavřela kontrakt v hodnotě 700 milionů eur se společností Middle East Development, teď je však v úpadku.","0","1607244850,1607376062"
"826,5125","69,126",2,"SUPPORTS,SUPPORTS",1193,CZMT uzavřela nákladný kontrakt a teď je firma v úpadku.,"0","1607333303,1616874847"
4954,119,1,,1194,CZMT uzavřela kontrakt v hodnotě 700 milionů eur a profituje.,"0",1616859383
"1392,1429","66,73",2,"SUPPORTS,SUPPORTS",1196,Knihy Nikolaje Nosova o Neználkovi jsou poznamenány komunistikcou propagandou.,"0","1607425923,1607438201"
5589,165,1,SUPPORTS,1197,Knihy Neználkův výlet do Slunečního města a Neználek na Měsíci byly napsány v 60. letech 20. století.,"0",1616961652
979,47,1,SUPPORTS,1198,Knihy Neználkův výlet do Slunečního města a Neználek na Měsíci napsal Nikolaj Nosov.,"0",1607371953
"943,1177","37,31",2,"SUPPORTS,SUPPORTS",1199,Knihy Neználkův výlet do Slunečního města z roku 1961 a Neználek na Měsíci z roku 1968 jsou poznamenány komunistickou propagandou.,"0","1607367630,1607387433"
4637,123,1,SUPPORTS,1200,Dvě knihy o Neználkovi jsou poznamenány komunistickou propagandou.,"0",1616775006
787,19,1,REFUTES,1201,Knihy Neználkův výlet do Slunečního města a Neználek na Měsíci vznikly ve svobodném prostředí.,"0",1607283145
1548,65,1,SUPPORTS,1204,Někdejší gruzínský prezident má zakázaný vstup na území Ukrajiny.,"0",1607451879
6472,110,1,SUPPORTS,1205,Někdejší arménský prezident má zakázaný vstup na území Ukrajiny.,"0",1617889734
6392,110,1,NOT ENOUGH INFO,1206,Někdejší gruzínský prezident má zakázáno podnikat na území Ukrajiny.,"0",1617829510
6262,110,1,NOT ENOUGH INFO,1207,Někdejší gruzínský prezident má zakázáno pobývat na území Ukrajiny déle než 48 hodin.,"0",1617800995
842,62,1,SUPPORTS,1208,Bývalý gruzínský politik má zakázaný vstup na území Ukrajiny.,"0",1607347017
5145,127,1,REFUTES,1209,Někdejší gruzínský prezident má povolen vstup na území Ukrajiny.,"0",1616875353
4982,154,1,SUPPORTS,1210,Ukrajina gruzínského exprezidenta vyhostila do Polska.,"0",1616861488
997,42,1,REFUTES,1211,Ukrajina někdejšího gruzínského prezidenta vyhostila do Slovinska.,"0",1607372890
6396,110,1,NOT ENOUGH INFO,1212,Ukrajina někdejšího gruzínského prezidenta poslala na špionáž do Polska.,"0",1617829758
"891,5530","72,153",2,"NOT ENOUGH INFO,SUPPORTS",1213,Ukrajina někdejšího gruzínského prezidenta vyhostila do Varšavy.,"0","1607356316,1616960831"
4799,124,1,SUPPORTS,1214,Ukrajina někdejšího gruzínského prezidenta vyhostila zpět směrem na západ.,"0",1616843351
892,72,1,REFUTES,1215,Ukrajina někdejšího gruzínského prezidenta přivítala v Kyjevě.,"0",1607356397
1163,31,1,SUPPORTS,1218,Ozbrojený konflikt mezi Ruskem a Gruzií si vyžádal stovky obětí.,"0",1607386718
954,18,1,REFUTES,1219,Boje mezi Ruskem a Gruzií si vyžádaly tisíce obětí.,"0",1607368576
6354,110,1,NOT ENOUGH INFO,1220,Boje mezi Ruskem a Gruzií si vyžádaly mladé oběti.,"0",1617824394
6510,110,1,NOT ENOUGH INFO,1221,Boje mezi Ruskem a Gruzií si vyžádaly 658 obětí.,"0",1617891872
6413,110,1,REFUTES,1223,Boje mezi Ruskem a Gruzií proběhly bez násilí.,"0",1617831812
936,37,1,SUPPORTS,1224,Spor o Jižní Osetii si vyžádal životy běžných občanů.,"0",1607367314
890,72,1,REFUTES,1225,Spor o Náhorní Karabach si vyžádal i životy civilistů.,"0",1607356226
847,62,1,REFUTES,1226,Sportovní utkání v Jižní Osetii si vyžádalo i životy civilistů.,"0",1607347261
6303,110,1,SUPPORTS,1228,Spor o Jižní Osetii si vyžádal i životy.,"0",1617807926
5633,131,1,NOT ENOUGH INFO,1229,Spor o Jižní Osetii se vyřešil mírovou cestou.,"0",1616962474
"1003,1344","42,32",2,"SUPPORTS,SUPPORTS",1232,Městské divadlo z Mladé Boleslavi hostovalo na jedné z pražských scén.,"0","1607372977,1607422390"
5252,169,1,NOT ENOUGH INFO,1233,Národní divadlo Moravskoslezské z Ostravy hostovalo v Divadle pod Palmovkou.,"0",1616917139
893,72,1,REFUTES,1234,Ostravská Janáčkova filharmonie hostovala v Divadle pod Palmovkou.,"0",1607356471
6145,136,1,SUPPORTS,1235,Městské divadlo z Mladé Boleslavi hostovalo v Divadle pod Palmovkou v pražské Libni.,"0",1617216765
6425,110,1,REFUTES,1237,Herci z Mladé Boleslavi účast na Přehlídce regionálních scén odmítli.,"0",1617832182
6519,110,1,SUPPORTS,1238,Inscenace podle románu Karla Poláčka byla nejúspěšnější hrou minulé sezony.,"0",1617893132
6551,110,1,REFUTES,1239,Inscenace Giselle byla nejúspěšnější hrou minulé sezony.,"0",1619622995
"861,889","68,72",2,"SUPPORTS,SUPPORTS",1242,Inscenace založená na literární předloze byla nejúspěšnější hrou minulé sezony.,"0","1607350363,1607356153"
5137,126,1,NOT ENOUGH INFO,1243,Inscenace Muži v offsidu se v Mladé Boleslavi neuchytila.,"0",1616875151
3060,90,1,SUPPORTS,1245,Bývalý viceguvernér České národní banky Luděk Niedermayer bude kandidovat do Evropského parlamentu za TOP 09.,"0",1616047972
896,72,1,SUPPORTS,1246,Bývalý viceguvernér České národní banky Luděk Niedermayer povede kandidátku TOP09 do Evropského parlamentu.,"0",1607356759
756,13,1,REFUTES,1247,Luděk Niedermayer bude kandidovat za TOP 09 v letošních parlamentních volbách v Česku.,"0",1607263178
1024,54,1,SUPPORTS,1248,Luděk Niedermayer povede kandidátku TOP 09 do Evropského parlamentu.,"0",1607373817
4898,157,1,SUPPORTS,1249,Luděk Niedermayer kandiduje do Evropského parlamentu.,"0",1616849611
759,13,1,SUPPORTS,1250,Bývalý viceguvernér České národní banky Luděk Niedermayer se rozhodl nekandidovat do Evropského parlamentu za TOP 09.,"0",1607263219
"758,808,996","13,28,47",3,"SUPPORTS,SUPPORTS,SUPPORTS",1252,"Světový pohár v plavání bude mít v další sezóně jen šest závodů, rozhodlo o tom vedení Mezinárodní plavecké federace.","0","1607263211,1607291960,1607372856"
755,13,1,SUPPORTS,1253,Vedení mezinárodní plavecké federace rozhodlo o počtu závodů na některých soutěžích.,"0",1607263157
921,60,1,NOT ENOUGH INFO,1254,Vedení mezinárodní plavecké federace pořádá Světový pohár v plavání.,"0",1607358686
6438,110,1,SUPPORTS,1255,Vedení mezinárodní plavecké federace rozhodlo o podobě Světového poháru.,"0",1617882116
6488,110,1,SUPPORTS,1256,"Vedení mezinárodní plavecké federace rozhoduje o tom, kolik závodů bude na Světovém poháru.","0",1617890416
"1207,1389","33,66",2,"REFUTES,REFUTES",1257,"Vedení mezinárodní plavecké federace se rozhodlo, že na Světovém poháru bude více než šest závodů.","0","1607396044,1607425522"
6527,110,1,SUPPORTS,1259,"Podle The Guardian nebudou o bezpečnostních zájmech států NATO rozhodovat svrchované národy, ale Spojené státy.","0",1617905754
4601,115,1,SUPPORTS,1260,The Guardian komentuje dění v mezinárodních organizacích.,"0",1616773545
754,13,1,REFUTES,1261,The Guardian komentuje činnost OSN.,"0",1607263142
5583,114,1,SUPPORTS,1262,"The Guardian tvrdí, že o zájmech NATO rozhodují Spojené státy.","0",1616961563
757,13,1,SUPPORTS,1263,Podle deníku The Guardian o bezpečnostních otázkách států v NATO rozhodují Spojené státy.,"0",1607263199
1682,108,1,NOT ENOUGH INFO,1267,"Petr Pithart i Miloš Zeman očekávají, že je jejich politické strany podpoří v prezidentských volbách.","0",1615330541
6404,110,1,NOT ENOUGH INFO,1268,Petr Pithart i Miloš Zeman se společně zúčastní večeře pro kandidáty do prezidentských voleb.,"0",1617831167
760,13,1,SUPPORTS,1269,"Politici se rozhodují, jestli podpoří Petra Pitharta či Miloše Zemana.","0",1607263258
5224,143,1,NOT ENOUGH INFO,1270,"Politici se rozhodují, koho podpořit v prezidentských volbách.","0",1616898574
6273,110,1,REFUTES,1271,Čeští politici nepodpoří ani Petra Pitharta ani Miloše Zemana v prezidentských volbách.,"0",1617804964
858,68,1,SUPPORTS,1273,"Ruský plynárenský gigant Gazprom bude Polsku dodávat plyn do roku 2037, Polsko s Ruskem o tom uzavřelo dohodu.","0",1607349849
1274,52,1,SUPPORTS,1274,Ruský plynárenský gigant Gazprom bude Polsku dodávat energii.,"0",1607417823
1156,57,1,SUPPORTS,1275,Ruský plynárenský gigant Gazprom zavede do Polska plynovody.,"0",1607386477
1381,66,1,SUPPORTS,1276,Rusko bude Polsku dodávat plyn až do roku 2037.,"0",1607424646
1541,20,1,SUPPORTS,1277,Rusko a Polsko se domluvily na dalším dodávání plynu.,"0",1607451492
"811,1482,1592","28,70,51",3,"REFUTES,REFUTES,REFUTES",1278,Ruský plynárenský gigant Gazprom Polsku přestane dodávat plyn.,"0","1607292338,1607447819,1607460657"
776,19,1,SUPPORTS,1280,Kocianovo kvarteto získalo hudební ocenění za nahrávku hudební skladby.,"0",1607270429
6320,110,1,NOT ENOUGH INFO,1281,Kocianovo kvarteto získalo filmové ocenění za nahrávku hudební skladby.,"0",1617808525
1391,66,1,NOT ENOUGH INFO,1282,Producent získal ocenění za nahrávku hudební skladby.,"0",1607425743
4914,157,1,SUPPORTS,1283,Kocianovo kvarteto získalo prestižní mezinárodní cenu.,"0",1616850753
4641,123,1,REFUTES,1284,Francouzskou cenu za excelentní nahrávku hudební skladby získalo německé kvarteto.,"0",1616775098
950,18,1,,1287,V Chile kvůli povodním vyhlásili nouzový stav.,"0",1607368211
777,19,1,NOT ENOUGH INFO,1288,Česká vláda vyhlásila kvůli záplavám stav nouze.,"0",1607277699
5986,168,1,REFUTES,1289,Chilská vláda vyhlásila celostátní karanténu.,"0",1617183198
"778,1530","19,20",2,"NOT ENOUGH INFO,REFUTES",1290,Chilská vláda informovala o zrušení nouzového stavu.,"0","1607278160,1607450093"
1316,36,1,SUPPORTS,1296,Odvolací soud propustil ukrajinského bývalého člena vlády.,"0",1607420887
1035,54,1,REFUTES,1297,Odvolací soud propustil ruského exministra obrany.,"0",1607374472
5244,143,1,SUPPORTS,1298,Soud obžaloval ukrajinského exministra obrany.,"0",1616899405
1077,30,1,SUPPORTS,1299,Odvolací soud v Kyjevě propusil bývalého ministra obrany Valerije Ivaščenka.,"0",1607376131
"797,844","28,62",2,"SUPPORTS,SUPPORTS",1300,Odvolací soud propustil ukrajinkského exministra.,"0","1607288259,1607347137"
"961,1349","18,47",2,"SUPPORTS,SUPPORTS",1302,Rekordní teploty se od roku 1775 měří v pražské meteorologické stanici.,"0","1607368959,1607422724"
"1173,1364","31,47",2,"REFUTES,REFUTES",1303,Rekordní teploty se od roku 1775 měří v Perle.,"0","1607387128,1607423342"
"1369,1432","47,25",2,"REFUTES,NOT ENOUGH INFO",1304,Rekordní teploty se od roku 1775 měří na Zelném trhu v Brně.,"0","1607423774,1607438398"
6525,110,1,SUPPORTS,1305,Rekordní teploty se od roku 1775 měří v meteorologické stanici Klementinum.,"0",1617893611
1370,47,1,SUPPORTS,1306,Rekordní teploty se od roku 1775 měří v Praze.,"0",1607423785
"792,1087","47,61",2,"REFUTES,SUPPORTS",1307,Rekordní teploty se od roku 1775 zaznamenávají jinde než v Klementinu.,"0","1607287698,1607377676"
5996,168,1,SUPPORTS,1308,Soud trest ukrajinského exministra změnil na roční podmínku.,"0",1617183675
793,28,1,SUPPORTS,1309,Soud trest Ivaščenka změnil na trest smrti.,"0",1607287710
782,28,1,REFUTES,1310,Prezident trest Ivaščenka změnil na roční podmínku.,"0",1607280034
780,28,1,SUPPORTS,1311,Odvolací soud v Kyjevě trest exministra obrany Ivaščenka změnil na roční podmínku.,"0",1607279436
907,60,1,REFUTES,1313,Soud trest Ivaščenka nemohl zmírnit na roční podmínku.,"0",1607357367
1357,32,1,SUPPORTS,1314,"Ivaščenko potvrdil, že je částečně vinný.","0",1607422925
3158,161,1,NOT ENOUGH INFO,1315,Exministr obrany Ivaščenko částečně přiznal vinu.,"0",1616075665
794,28,1,SUPPORTS,1316,Bývalý člen vlády částečně přiznal vinu.,"0",1607287797
5739,138,1,NOT ENOUGH INFO,1317,"Ivaščenko tvrdí, že je nevinný.","0",1616978361
6443,110,1,NOT ENOUGH INFO,1322,Ivaščenko byl členem vlády bývalé premiérky Tymošenkové.,"0",1617886666
1444,73,1,REFUTES,1323,Ivaščenko byl ve vládě Oleksije Hončaruka.,"0",1607439477
6513,110,1,NOT ENOUGH INFO,1324,Ivaščenko byl v politické straně Julije Tymošenkové.,"0",1617892006
5178,169,1,NOT ENOUGH INFO,1325,Ivaščenko byl ve vládě dvojnásobné premiérky ukrajinské vlády Julije Tymošenkové.,"0",1616878505
6138,136,1,SUPPORTS,1326,Ivaščenko spolupracoval s Julijí Tymošenkovéóu.,"0",1617215925
4957,119,1,REFUTES,1327,Ivaščenko se nepodílel na vládě Julije Tymošenkové.,"0",1616859582
1440,73,1,SUPPORTS,1333,Největší hutní společnost v Česku podpoří zaměstnance závislé na kouření.,"0",1607439036
781,28,1,REFUTES,1334,Největší uhelná společnost v Česku podpoří zaměstnance závislé na kouření.,"0",1607279785
6040,171,1,REFUTES,1336,Podnik ArcelorMittal Ostrava finančně podpoří zaměstnance závislé na kouření.,"0",1617202537
6301,110,1,SUPPORTS,1337,Ostravský podnik podpoří zaměstnance závislé na kouření.,"0",1617807832
