id,user,claim,label,sandbox,oracle,flag,condition,created_at,updated_at,deleted,note,claim_text,claim_deleted
1275,24,825,REFUTES,"0","0","0",,1607417918,1629466897,1,,Epopej byla poprvé vystavena v roce 1920.,"0"
450,38,833,REFUTES,"0",1,"0",,1607000828,1631001835,1,A2,Saskia Burešová už více než 20 let stříhá televizní pořad Kalendárium.,"0"
1609,17,833,REFUTES,"0","0","0",,1607512971,1631001835,1,A2,Saskia Burešová už více než 20 let stříhá televizní pořad Kalendárium.,"0"
447,38,837,SUPPORTS,"0",1,"0",,1607000775,1607000775,"0",,Odklon dopravy zavinil škodu v řádech milionů korun.,"0"
1082,30,837,SUPPORTS,"0","0","0",,1607376289,1607376289,"0",,Odklon dopravy zavinil škodu v řádech milionů korun.,"0"
1528,20,837,SUPPORTS,"0","0","0",,1607449951,1607449951,"0",,Odklon dopravy zavinil škodu v řádech milionů korun.,"0"
446,38,838,SUPPORTS,"0",1,"0",,1607000755,1607000755,"0",,"Kvůli uzavření silnice vznikla škoda za téměř 2,4 milionu korun.","0"
5163,126,838,SUPPORTS,"0","0","0",,1616875668,1616875668,"0",,"Kvůli uzavření silnice vznikla škoda za téměř 2,4 milionu korun.","0"
448,38,841,REFUTES,"0",1,"0",,1607000789,1613644032,1,,"Díky odklonu dopravy vznikl profit za téměř 2,4 milionu korun.","0"
596,21,841,REFUTES,"0","0","0",,1607077963,1613644032,1,,"Díky odklonu dopravy vznikl profit za téměř 2,4 milionu korun.","0"
1073,30,841,NOT ENOUGH INFO,"0","0","0",,1607375992,1607375992,"0",,"Díky odklonu dopravy vznikl profit za téměř 2,4 milionu korun.","0"
1101,61,841,REFUTES,"0","0","0",,1607379694,1613644032,1,,"Díky odklonu dopravy vznikl profit za téměř 2,4 milionu korun.","0"
594,21,844,SUPPORTS,"0","0","0",,1607077778,1607077778,"0",,Přibližně 90 procent voličů hlasovalo pro osamostatnění španělského Katalánska.,"0"
1327,36,844,SUPPORTS,"0","0","0",,1607421141,1631715563,1,,Přibližně 90 procent voličů hlasovalo pro osamostatnění španělského Katalánska.,"0"
449,38,846,SUPPORTS,"0",1,"0",,1607000819,1607000819,"0",,Přibližně 90 procent voličů hlasovalo pro nezávislost španělského regionu.,"0"
1167,31,846,SUPPORTS,"0","0","0",,1607386806,1629638746,1,,Přibližně 90 procent voličů hlasovalo pro nezávislost španělského regionu.,"0"
492,49,858,SUPPORTS,"0",1,"0",,1607011968,1617880122,1,,Maďarsko se v roce 2011 nového mediáního zákona nedočkalo.,"0"
493,49,858,REFUTES,"0",1,"0",,1607011988,1613116833,1,,Maďarsko se v roce 2011 nového mediáního zákona nedočkalo.,"0"
3065,90,858,REFUTES,"0","0","0",,1616048967,1616048967,"0",,Maďarsko se v roce 2011 nového mediáního zákona nedočkalo.,"0"
488,49,870,SUPPORTS,"0",1,"0",,1607011745,1631715563,1,,Výstaviště v Letňanech hostí běžecký veletrh.,"0"
850,62,870,REFUTES,"0","0","0",,1607347465,1613644032,1,,Výstaviště v Letňanech hostí běžecký veletrh.,"0"
491,49,871,NOT ENOUGH INFO,"0",1,"0",,1607011901,1607011901,"0",,Výstaviště v Praze v minulosti vyhořelo.,"0"
627,16,871,NOT ENOUGH INFO,"0","0","0",,1607136565,1607136565,"0",,Výstaviště v Praze v minulosti vyhořelo.,"0"
3075,90,871,NOT ENOUGH INFO,"0","0","0",,1616050223,1616050223,"0",,Výstaviště v Praze v minulosti vyhořelo.,"0"
490,49,874,REFUTES,"0",1,"0",,1607011832,1607011832,"0",,Běžecký veletrh na výstavišti v Holešovicích letos nebude.,"0"
516,56,874,REFUTES,"0","0","0",,1607015680,1607015680,"0",,Běžecký veletrh na výstavišti v Holešovicích letos nebude.,"0"
505,56,878,REFUTES,"0",1,"0",,1607015396,1607015396,"0",,"Kanadský ministr financí Peter Kent oznámil, že Kanada odstoupila od Kjótského protokolu.","0"
1512,48,878,REFUTES,"0","0","0",,1607448656,1607448656,"0",,"Kanadský ministr financí Peter Kent oznámil, že Kanada odstoupila od Kjótského protokolu.","0"
509,56,880,SUPPORTS,"0",1,"0",,1607015481,1607015481,"0",,"Kanadský ministr životního prostředí Peter Kent oznámil, že Kanada odstoupila od protokolu k větší ochraně životního prostředí.","0"
1640,23,880,SUPPORTS,"0","0","0",,1607712642,1607712642,"0",,"Kanadský ministr životního prostředí Peter Kent oznámil, že Kanada odstoupila od protokolu k větší ochraně životního prostředí.","0"
554,65,884,REFUTES,"0","0","0",,1607022460,1617880122,1,,Podle kanadského ministra životního prostředí Petera Kenta protokol o vodním hospodářství nefunguje.,"0"
3034,101,884,NOT ENOUGH INFO,"0","0","0",,1616016680,1616016680,"0",,Podle kanadského ministra životního prostředí Petera Kenta protokol o vodním hospodářství nefunguje.,"0"
591,21,886,REFUTES,"0","0","0",,1607077365,1607077365,"0",,Podle kanadského ministra životního prostředí Petera Kenta je protokol o snižování emisí skleníkových plynů účinný.,"0"
773,13,886,REFUTES,"0","0","0",,1607265471,1607265471,"0",,Podle kanadského ministra životního prostředí Petera Kenta je protokol o snižování emisí skleníkových plynů účinný.,"0"
502,56,894,REFUTES,"0",1,"0",,1607015337,1629629885,1,A2,Ve středisku Špindlerův Mlýn byly všechny tobogány v provozu.,"0"
1405,11,894,REFUTES,"0","0","0",,1607430476,1629629885,1,A1+A2,Ve středisku Špindlerův Mlýn byly všechny tobogány v provozu.,"0"
508,56,896,REFUTES,"0",1,"0",,1607015462,1607015462,"0",,Ředitelem největšího krkonošského střediska Špindlerův Mlýn je Jan Zlámaný.,"0"
1099,61,896,REFUTES,"0","0","0",,1607379523,1607379523,"0",,Ředitelem největšího krkonošského střediska Špindlerův Mlýn je Jan Zlámaný.,"0"
544,65,910,SUPPORTS,"0",1,"0",,1607021725,1607021725,"0",,Při vysokých teplotách dochází k přehřátí organismu.,"0"
1309,32,910,SUPPORTS,"0","0","0",,1607420360,1607420360,"0",,Při vysokých teplotách dochází k přehřátí organismu.,"0"
548,65,912,SUPPORTS,"0",1,"0",,1607022007,1607022007,"0",,V horku hrozí žízeň.,"0"
1447,45,912,SUPPORTS,"0","0","0",,1607445633,1607445633,"0",,V horku hrozí žízeň.,"0"
546,65,914,SUPPORTS,"0",1,"0",,1607021859,1607021859,"0",,V horku hrozí poškození organismu.,"0"
998,47,914,SUPPORTS,"0","0","0",,1607372899,1607372899,"0",,V horku hrozí poškození organismu.,"0"
618,16,915,NOT ENOUGH INFO,"0","0","0",,1607135492,1613599676,1,,Horko má vždy pozitivní vliv na lidské tělo.,"0"
1581,51,915,REFUTES,"0","0","0",,1607459701,1607459701,"0",,Horko má vždy pozitivní vliv na lidské tělo.,"0"
543,65,916,SUPPORTS,"0",1,"0",,1607021615,1607021615,"0",,Křeče z přehřátí se objevují ve spodní části trupu.,"0"
949,18,916,REFUTES,"0","0","0",,1607368189,1613644115,1,,Křeče z přehřátí se objevují ve spodní části trupu.,"0"
549,65,919,SUPPORTS,"0",1,"0",,1607022081,1613644032,1,,Křeče z přehřátí se objevují v žaludku.,"0"
1088,61,919,SUPPORTS,"0","0","0","Křeče se nachází v břiše, stejně jako žaludek.",1607378010,1636388076,1,"podmínka si konstruuje fakta - jak autor ví, že se jedná o žaludek a ne třeba o střeva? ",Křeče z přehřátí se objevují v žaludku.,"0"
1315,36,919,NOT ENOUGH INFO,"0","0","0",,1607420858,1607420858,"0",,Křeče z přehřátí se objevují v žaludku.,"0"
545,65,921,REFUTES,"0",1,"0",,1607021754,1607021754,"0",,Křeče z přehřátí se objevují pouze v dolních končetinách.,"0"
5155,126,921,REFUTES,"0","0","0",,1616875531,1616875531,"0",,Křeče z přehřátí se objevují pouze v dolních končetinách.,"0"
802,28,922,SUPPORTS,"0","0","0",,1607290998,1607290998,"0",,"Pokud křeče do šedesáti minut nepoleví, je potřeba vyhledat lékařskou pomoc.","0"
1539,65,922,SUPPORTS,"0",1,"0",,1607451352,1607451352,"0",,"Pokud křeče do šedesáti minut nepoleví, je potřeba vyhledat lékařskou pomoc.","0"
542,65,929,SUPPORTS,"0",1,"0",,1607021567,1607021567,"0",,"Když se objeví křeče z přehřátí, je nutné odpočívat.","0"
599,21,929,SUPPORTS,"0","0","0",,1607078390,1607078390,"0",,"Když se objeví křeče z přehřátí, je nutné odpočívat.","0"
621,16,929,SUPPORTS,"0","0","0",,1607135704,1607135704,"0",,"Když se objeví křeče z přehřátí, je nutné odpočívat.","0"
854,68,931,SUPPORTS,"0","0","0",,1607349590,1613656583,1,,"Když se objeví křeče z přehřátí, je nutné odpočívat v klimatizované místnosti.","0"
1358,33,931,NOT ENOUGH INFO,"0","0","0",,1607423021,1629712987,1,,"Když se objeví křeče z přehřátí, je nutné odpočívat v klimatizované místnosti.","0"
600,21,944,SUPPORTS,"0","0","0",,1607078460,1607078460,"0",,Na Brněnsku se 24. dubna 1945 odehrála tanková bitva.,"0"
814,28,944,SUPPORTS,"0","0","0",,1607292568,1607292568,"0",,Na Brněnsku se 24. dubna 1945 odehrála tanková bitva.,"0"
630,16,949,SUPPORTS,"0",1,"0",,1607136789,1607136789,"0",,Tanková bitva u Ořechova na Brněnsku z 24. dubna 1945 byla posledním bojem v regionu za druhé světové války.,"0"
1084,30,949,SUPPORTS,"0","0","0",,1607376376,1607376376,"0",,Tanková bitva u Ořechova na Brněnsku z 24. dubna 1945 byla posledním bojem v regionu za druhé světové války.,"0"
629,16,950,SUPPORTS,"0",1,"0",,1607136772,1607136772,"0",,Na Brněnsku proběhla poslední bitva druhé světové války 24. dubna 1945.,"0"
702,14,950,REFUTES,"0","0","0",,1607201934,1613636700,1,,Na Brněnsku proběhla poslední bitva druhé světové války 24. dubna 1945.,"0"
634,16,951,REFUTES,"0",1,"0",,1607136922,1632569409,"0",zbytečně rozšířený důkaz,Tanková bitva u Ořechova podnítila další boje na Brněnsku v době druhé světové války.,"0"
934,37,951,REFUTES,"0","0","0",,1607367146,1607367146,"0",,Tanková bitva u Ořechova podnítila další boje na Brněnsku v době druhé světové války.,"0"
581,21,956,SUPPORTS,"0",1,"0",,1607076848,1607076848,"0",,Soutěž filmařů má tradici už od šedesátých let 20. století.,"0"
4996,119,956,SUPPORTS,"0","0","0",,1616862291,1616862291,"0",,Soutěž filmařů má tradici už od šedesátých let 20. století.,"0"
695,14,958,SUPPORTS,"0","0","0",,1607201567,1607201567,"0",,Festival amatérských filmů se tradičně pořádá od roku 1960.,"0"
810,28,958,SUPPORTS,"0","0","0",,1607292277,1607292277,"0",,Festival amatérských filmů se tradičně pořádá od roku 1960.,"0"
1032,54,958,SUPPORTS,"0","0","0",,1607374397,1607374397,"0",,Festival amatérských filmů se tradičně pořádá od roku 1960.,"0"
1260,52,958,SUPPORTS,"0","0","0",,1607417242,1607417242,"0",,Festival amatérských filmů se tradičně pořádá od roku 1960.,"0"
1318,36,958,SUPPORTS,"0","0","0",,1607420935,1607420935,"0",,Festival amatérských filmů se tradičně pořádá od roku 1960.,"0"
576,21,959,SUPPORTS,"0",1,"0",,1607076674,1607076674,"0",,Amatérští filmaři soutěží se svými filmy už 60 let.,"0"
5641,137,959,REFUTES,"0","0","0",,1616962589,1620160095,1,,Amatérští filmaři soutěží se svými filmy už 60 let.,"0"
575,21,962,REFUTES,"0",1,"0",,1607076651,1620150444,1,,Výstava Brněnské šestnáctky vzbudila zájem u Jihoameričanů.,"0"
5060,140,962,NOT ENOUGH INFO,"0","0","0",,1616868259,1616868259,"0",,Výstava Brněnské šestnáctky vzbudila zájem u Jihoameričanů.,"0"
1689,108,969,REFUTES,"0","0","0",,1615330846,1615330846,"0",,Festival amatérských filmů Brněnská šestnáctka pořádá ve svých prostorách Turistické informační centrum.,"0"
3152,161,969,SUPPORTS,"0","0","0",,1616075551,1617880122,1,,Festival amatérských filmů Brněnská šestnáctka pořádá ve svých prostorách Turistické informační centrum.,"0"
573,21,976,REFUTES,"0",1,"0",,1607076535,1613599974,1,,Pojišťovna Zurich a Generali Česká pojišťovna představily nové společné podnikání.,"0"
737,9,976,NOT ENOUGH INFO,"0","0","0",,1607209372,1607209372,"0",,Pojišťovna Zurich a Generali Česká pojišťovna představily nové společné podnikání.,"0"
926,60,976,REFUTES,"0","0","0",,1607359009,1613599974,1,,Pojišťovna Zurich a Generali Česká pojišťovna představily nové společné podnikání.,"0"
933,37,976,NOT ENOUGH INFO,"0","0","0",,1607367061,1607367061,"0",,Pojišťovna Zurich a Generali Česká pojišťovna představily nové společné podnikání.,"0"
579,21,981,SUPPORTS,"0",1,"0",,1607076788,1632479137,"0",zbytečně rozšířený důkaz,Pojišťovna Zurich bude mít přístup k latinskoamerickému obchodu díky dohodě s bankou Santander.,"0"
790,19,981,SUPPORTS,"0","0","0",,1607285847,1607285847,"0",,Pojišťovna Zurich bude mít přístup k latinskoamerickému obchodu díky dohodě s bankou Santander.,"0"
580,21,983,REFUTES,"0",1,"0",,1607076821,1613637076,1,,Pojišťovna Zurich se díky spolupráci s bankou Santander zaměří na nabídku finančních služeb v Americe.,"0"
1452,45,983,SUPPORTS,"0","0","0",,1607445889,1607445889,"0",,Pojišťovna Zurich se díky spolupráci s bankou Santander zaměří na nabídku finančních služeb v Americe.,"0"
582,21,984,SUPPORTS,"0",1,"0",,1607076867,1607076867,"0",,Spolupráce pojišťovny Zurich a banky Santander zpřístupní švýcarské skupině rychle rostoucí trhy a španělské instituci kapitál na další akvizice v Latinské Americe.,"0"
791,19,984,SUPPORTS,"0","0","0",,1607286663,1607286663,"0",,Spolupráce pojišťovny Zurich a banky Santander zpřístupní švýcarské skupině rychle rostoucí trhy a španělské instituci kapitál na další akvizice v Latinské Americe.,"0"
574,21,985,SUPPORTS,"0",1,"0",,1607076572,1607076572,"0",,Dohoda mezi pojišťovnou Zurich a bankou Santander umožní švýcarské skupině přístup k trhům zemí amerického kontinentu jižně od USA.,"0"
1124,40,985,SUPPORTS,"0","0","0",,1607383384,1607383384,"0",,Dohoda mezi pojišťovnou Zurich a bankou Santander umožní švýcarské skupině přístup k trhům zemí amerického kontinentu jižně od USA.,"0"
587,21,988,REFUTES,"0",1,"0",,1607076989,1607076989,"0",,Dohoda institucí vyšla zhruba na 40 miliard korun.,"0"
775,13,988,REFUTES,"0","0","0",,1607265541,1629629885,1,,Dohoda institucí vyšla zhruba na 40 miliard korun.,"0"
632,16,1005,SUPPORTS,"0",1,"0",,1607136834,1607136834,"0",,Antonín Přidal získal Státní cenu za překladatelské dílo.,"0"
690,14,1005,SUPPORTS,"0","0","0",,1607201028,1607201028,"0",,Antonín Přidal získal Státní cenu za překladatelské dílo.,"0"
789,19,1005,SUPPORTS,"0","0","0",,1607285748,1607285748,"0",,Antonín Přidal získal Státní cenu za překladatelské dílo.,"0"
639,37,1014,SUPPORTS,"0",1,"0","Za předpokladu, že víme, že Evropa se nazývá starým kontinentem.",1607162798,1633962228,1,[COND][0] Podmíněná anotace je redudantní nebo konfliktní,Pobřežní a pohraniční stráž starého kontinentu má k roku 2020 disponovat celkem 10000 lidmi.,"0"
1424,73,1014,SUPPORTS,"0","0","0",,1607437837,1607437837,"0",,Pobřežní a pohraniční stráž starého kontinentu má k roku 2020 disponovat celkem 10000 lidmi.,"0"
637,37,1019,REFUTES,"0",1,"0",,1607162466,1613599676,1,,Evropská pobřežní a pohraniční stráž má k roku 2020 snížit počet lidí o celkem 10000.,"0"
738,9,1019,REFUTES,"0","0","0",,1607209767,1607209767,"0",,Evropská pobřežní a pohraniční stráž má k roku 2020 snížit počet lidí o celkem 10000.,"0"
876,27,1019,REFUTES,"0","0","0",,1607353355,1607353355,"0",,Evropská pobřežní a pohraniční stráž má k roku 2020 snížit počet lidí o celkem 10000.,"0"
1638,23,1019,NOT ENOUGH INFO,"0","0","0",,1607712577,1613599676,1,,Evropská pobřežní a pohraniční stráž má k roku 2020 snížit počet lidí o celkem 10000.,"0"
640,69,1024,SUPPORTS,"0",1,"0",,1607162800,1607162800,"0",,ArcelorMittal Ostrava finančně motivuje zaměstnance proti závislosti na kouření.,"0"
1266,52,1024,SUPPORTS,"0","0","0",,1607417534,1607417534,"0",,ArcelorMittal Ostrava finančně motivuje zaměstnance proti závislosti na kouření.,"0"
874,27,1028,SUPPORTS,"0","0","0",,1607353141,1607353141,"0",,"Prezident Nicolas Sarkozy chce omezit počet cizinců, které je Francie ochotna přijmout.","0"
1080,30,1028,SUPPORTS,"0","0","0",,1607376243,1607376243,"0",,"Prezident Nicolas Sarkozy chce omezit počet cizinců, které je Francie ochotna přijmout.","0"
646,37,1030,NOT ENOUGH INFO,"0",1,"0",,1607169384,1607169384,"0",,Prezident Nicolas Sarkozy vyjednává o zvýšení minimální mzdy ve Francii.,"0"
1192,33,1030,NOT ENOUGH INFO,"0","0","0",,1607395342,1607395342,"0",,Prezident Nicolas Sarkozy vyjednává o zvýšení minimální mzdy ve Francii.,"0"
644,37,1037,SUPPORTS,"0",1,"0",,1607169325,1607169325,"0",,"Návrh prezidenta Nicolase Sarkozy omezit počet cizinců, které je Francie ochotna přijmout, nemá jednoznačnou podporu.","0"
707,14,1037,SUPPORTS,"0","0","0",,1607202103,1607202103,"0",,"Návrh prezidenta Nicolase Sarkozy omezit počet cizinců, které je Francie ochotna přijmout, nemá jednoznačnou podporu.","0"
836,62,1041,SUPPORTS,"0","0","0",,1607346513,1607346513,"0",,Malé a střední firmy loni dostaly od státu největší podporu od roku 1992.,"0"
1028,54,1041,SUPPORTS,"0","0","0",,1607374000,1607374000,"0",,Malé a střední firmy loni dostaly od státu největší podporu od roku 1992.,"0"
1375,33,1041,SUPPORTS,"0","0","0",,1607423945,1607423945,"0",,Malé a střední firmy loni dostaly od státu největší podporu od roku 1992.,"0"
645,37,1043,NOT ENOUGH INFO,"0",1,"0",,1607169348,1607169348,"0",,Stát loni vybral na daních od velkých firem největší částku od roku 1992.,"0"
1132,40,1043,REFUTES,"0","0","0",,1607383877,1613644032,1,,Stát loni vybral na daních od velkých firem největší částku od roku 1992.,"0"
643,37,1050,REFUTES,"0",1,"0",,1607169225,1607169225,"0",,Malé a střední firmy nedostávají podporu ze státního rozpočtu.,"0"
922,60,1050,REFUTES,"0","0","0",,1607358757,1607358757,"0",,Malé a střední firmy nedostávají podporu ze státního rozpočtu.,"0"
774,13,1052,REFUTES,"0","0","0",,1607265525,1613657595,1,,7. července došlo v britském hlavním městě k teroristickým útokům.,"0"
1356,33,1052,SUPPORTS,"0","0","0",,1607422909,1607422909,"0",,7. července došlo v britském hlavním městě k teroristickým útokům.,"0"
1388,66,1052,SUPPORTS,"0","0","0",,1607425427,1607425427,"0",,7. července došlo v britském hlavním městě k teroristickým útokům.,"0"
670,14,1070,SUPPORTS,"0",1,"0",,1607199377,1607199377,"0",,"Od příznivců umění obdrželo Národní divadlo v roce 2016 finanční dary, které přesahovaly dva miliony korun.","0"
1262,52,1070,SUPPORTS,"0","0","0",,1607417283,1607417283,"0",,"Od příznivců umění obdrželo Národní divadlo v roce 2016 finanční dary, které přesahovaly dva miliony korun.","0"
654,14,1072,REFUTES,"0",1,"0",,1607198732,1613656038,1,,Diváci darovali Národnímu muzeu v roce 2008 přes dva miliony artefaktů.,"0"
1078,30,1072,NOT ENOUGH INFO,"0","0","0",,1607376200,1607376200,"0",,Diváci darovali Národnímu muzeu v roce 2008 přes dva miliony artefaktů.,"0"
658,14,1075,REFUTES,"0",1,"0",,1607198899,1607198899,"0",,Mecenášové nevěnovali Národnímu divadlu v roce 2016 ani korunu.,"0"
851,62,1075,REFUTES,"0","0","0",,1607347517,1607347517,"0",,Mecenášové nevěnovali Národnímu divadlu v roce 2016 ani korunu.,"0"
669,14,1080,REFUTES,"0",1,"0",,1607199347,1613644032,1,,Inspektoři zkonfiskovali v bazaru v Hradci Králové imitace slavných uměleckých děl v hodnotě 50 milionů eur.,"0"
1031,52,1080,NOT ENOUGH INFO,"0","0","0",,1607374259,1607374259,"0",,Inspektoři zkonfiskovali v bazaru v Hradci Králové imitace slavných uměleckých děl v hodnotě 50 milionů eur.,"0"
1442,73,1080,NOT ENOUGH INFO,"0","0","0",,1607439151,1607439151,"0",,Inspektoři zkonfiskovali v bazaru v Hradci Králové imitace slavných uměleckých děl v hodnotě 50 milionů eur.,"0"
657,14,1082,SUPPORTS,"0",1,"0",,1607198834,1607198834,"0",,Během kontroly na tržnici v Železné Rudě na Klatovsku zabavila Česká obchodní inspekce padělky značkového zboží v hodnotě 15 milionů korun.,"0"
4674,116,1082,SUPPORTS,"0","0","0",K zabavení zboží došlo během kontroly.,1616776977,1633962228,1,[COND][0] Podmíněná anotace je redudantní nebo konfliktní,Během kontroly na tržnici v Železné Rudě na Klatovsku zabavila Česká obchodní inspekce padělky značkového zboží v hodnotě 15 milionů korun.,"0"
667,14,1083,SUPPORTS,"0",1,"0",,1607199330,1607199330,"0",,ČOI zabavila na tržnici v Železné Rudě padělky v hodnotě 15 milionů korun.,"0"
1205,33,1083,SUPPORTS,"0","0","0",,1607395891,1607395891,"0",,ČOI zabavila na tržnici v Železné Rudě padělky v hodnotě 15 milionů korun.,"0"
1434,73,1083,NOT ENOUGH INFO,"0","0","0",ČOI zabavila ,1607438567,1613657299,1,,ČOI zabavila na tržnici v Železné Rudě padělky v hodnotě 15 milionů korun.,"0"
663,14,1089,SUPPORTS,"0",1,"0",,1607199233,1607199233,"0",,Informaci sdělil ČTK ředitel plzeňské ČOI Václav Havlík.,"0"
937,37,1089,SUPPORTS,"0","0","0",,1607367334,1607367334,"0",,Informaci sdělil ČTK ředitel plzeňské ČOI Václav Havlík.,"0"
664,14,1096,REFUTES,"0",1,"0",,1607199248,1607199248,"0",,Noam Chomsky je profesorem lingvistiky ve výzkumném centru Univerzity Karlovy v Hradci Králové.,"0"
5499,160,1096,REFUTES,"0","0","0",,1616960325,1616960325,"0",,Noam Chomsky je profesorem lingvistiky ve výzkumném centru Univerzity Karlovy v Hradci Králové.,"0"
655,14,1097,REFUTES,"0",1,"0",,1607198767,1613644032,1,,Noam Chomsky je majitelem budovy Massachusettského technologického institutu.,"0"
959,18,1097,NOT ENOUGH INFO,"0","0","0",,1607368854,1607368854,"0",,Noam Chomsky je majitelem budovy Massachusettského technologického institutu.,"0"
651,14,1098,SUPPORTS,"0",1,"0",,1607198430,1607198430,"0",,Noam Chomsky je emeritním profesorem lingvistiky na Massachusettském technologickém institutu ve Spojených státech.,"0"
5658,160,1098,NOT ENOUGH INFO,"0","0","0",,1616962845,1620160095,1,,Noam Chomsky je emeritním profesorem lingvistiky na Massachusettském technologickém institutu ve Spojených státech.,"0"
732,9,1105,REFUTES,"0",1,"0",,1607208285,1620159697,1,,Česko se zúčastnilo protiteroristického cvičení Evropské unie.,"0"
5128,126,1105,NOT ENOUGH INFO,"0","0","0",,1616874936,1616874936,"0",,Česko se zúčastnilo protiteroristického cvičení Evropské unie.,"0"
701,9,1116,REFUTES,"0",1,"0",,1607201849,1631001835,1,,V Moravskoslezském kraji se otrávil metanolem první člověk.,"0"
855,68,1116,REFUTES,"0","0","0",,1607349609,1607349609,"0",,V Moravskoslezském kraji se otrávil metanolem první člověk.,"0"
731,9,1119,SUPPORTS,"0",1,"0",,1607208186,1607208186,"0",,V Pardubickém kraji se otrávil člověk.,"0"
895,72,1119,SUPPORTS,"0","0","0",,1607356642,1607356642,"0",,V Pardubickém kraji se otrávil člověk.,"0"
681,14,1122,REFUTES,"0",1,"0",,1607200856,1632997453,1,,Sochař Michal Gabriel se chystá namalovat obraz Sigmunda Freuda.,"0"
4702,129,1122,SUPPORTS,"0","0","0",,1616790900,1620150444,1,,Sochař Michal Gabriel se chystá namalovat obraz Sigmunda Freuda.,"0"
677,14,1123,REFUTES,"0",1,"0",,1607200752,1613657595,1,,Umělec Michal Gabriel se chystá odstranit sochu Svatého Václava.,"0"
1387,66,1123,NOT ENOUGH INFO,"0","0","0",,1607425298,1607425298,"0",,Umělec Michal Gabriel se chystá odstranit sochu Svatého Václava.,"0"
679,14,1124,REFUTES,"0",1,"0",,1607200803,1607200803,"0",,Michal Gabriel odmítl možnost vyrobit sochu Sigmunda Freuda.,"0"
1317,29,1124,REFUTES,"0","0","0",,1607420920,1607420920,"0",,Michal Gabriel odmítl možnost vyrobit sochu Sigmunda Freuda.,"0"
678,14,1129,REFUTES,"0",1,"0",,1607200780,1630573612,"0","spojení ""zakladatel psychoanalýzy"" je podivné",Socha slavného zakladatele psychoanalýzy bude stát na Karlově mostě.,"0"
5672,125,1129,REFUTES,"0","0","0",,1616963353,1630573612,1,,Socha slavného zakladatele psychoanalýzy bude stát na Karlově mostě.,"0"
684,14,1132,SUPPORTS,"0",1,"0",,1607200892,1607200892,"0",,Socha Sigmunda Freuda bude stát kousek od Staroměstského náměstí.,"0"
5756,138,1132,SUPPORTS,"0","0","0",,1616978972,1616978972,"0",,Socha Sigmunda Freuda bude stát kousek od Staroměstského náměstí.,"0"
683,14,1133,REFUTES,"0",1,"0",,1607200881,1607200881,"0",,Sochu slavného zakladatele psychoanalýzy nelze umístit u Staroměstského náměstí.,"0"
988,42,1133,REFUTES,"0","0","0",,1607372554,1607372554,"0",,Sochu slavného zakladatele psychoanalýzy nelze umístit u Staroměstského náměstí.,"0"
729,9,1134,SUPPORTS,"0",1,"0",,1607208079,1607208079,"0",,V Česku podlehlo otravě metanolem 23 lidí.,"0"
783,19,1134,SUPPORTS,"0","0","0",,1607282369,1607282369,"0",,V Česku podlehlo otravě metanolem 23 lidí.,"0"
686,14,1140,REFUTES,"0",1,"0",,1607200912,1607200912,"0",,Slavnostní odhalení sochy Sigmunda Freuda v Praze se plánuje k příležitosti Freudova svátku.,"0"
4562,115,1140,REFUTES,"0","0","0",,1616772365,1629629885,1,A2,Slavnostní odhalení sochy Sigmunda Freuda v Praze se plánuje k příležitosti Freudova svátku.,"0"
680,14,1141,REFUTES,"0",1,"0",,1607200827,1630062158,1,,Slavnostní odhalení sochy Karla Gotta v Praze se plánuje k příležitosti Freudových 151. narozenin.,"0"
5645,160,1141,REFUTES,"0","0","0",Plánuje se pouze odhalení sochy Freuda.,1616962680,1630062158,1,,Slavnostní odhalení sochy Karla Gotta v Praze se plánuje k příležitosti Freudových 151. narozenin.,"0"
675,14,1142,SUPPORTS,"0",1,"0",,1607200718,1607200718,"0",,"Oficiální odhalení sochy Sigmunda Freuda na Kozím plácku v Praze se plánuje na květen příštího roku, tedy k příležitosti oslav Freudových 151. narozenin.","0"
1563,43,1142,SUPPORTS,"0","0","0",,1607453736,1607453736,"0",,"Oficiální odhalení sochy Sigmunda Freuda na Kozím plácku v Praze se plánuje na květen příštího roku, tedy k příležitosti oslav Freudových 151. narozenin.","0"
676,14,1143,SUPPORTS,"0",1,"0",,1607200726,1607200726,"0",,Odhalení sochy Sigmunda Freuda v Praze se odehraje na Freudovy 151. narozeniny.,"0"
4667,116,1143,SUPPORTS,"0","0","0",,1616776411,1616776411,"0",,Odhalení sochy Sigmunda Freuda v Praze se odehraje na Freudovy 151. narozeniny.,"0"
706,9,1148,SUPPORTS,"0",1,"0",,1607202080,1607202080,"0",,Firma Linet provozuje továrnu u Slaného.,"0"
5732,138,1148,SUPPORTS,"0","0","0",,1616978132,1616978132,"0",,Firma Linet provozuje továrnu u Slaného.,"0"
991,42,1169,REFUTES,"0","0","0",,1607372725,1613644032,1,,Nová skulptura v Berlíně bude představena v listopadu.,"0"
1043,52,1169,NOT ENOUGH INFO,"0",1,"0",,1607374837,1607374837,"0",,Nová skulptura v Berlíně bude představena v listopadu.,"0"
1131,40,1170,SUPPORTS,"0","0","0",,1607383857,1607383857,"0",,Sochař Gabriel vytvoří pro Prahu sochu Freuda.,"0"
1602,17,1170,SUPPORTS,"0","0","0",,1607512809,1607512809,"0",,Sochař Gabriel vytvoří pro Prahu sochu Freuda.,"0"
